Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,Serial ID,Internal ID,Unique Entry ID
mermaid flooring,,2,pearl,5,sand dollar,5,stone,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Floors,12568,white,RoomSpFloorMermaid00,3861,730,x4MaMfyCjjfCbzaeX
mermaid lamp,,1,pearl,3,conch,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12556,white,FtrMermaidLamp,3813,721,uSZ9gNznb8Muv7m5N
mermaid rug,,1,pearl,3,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Rugs,12563,white,RugOtherMermaidM00,3871,728,RzoH6PAen4tofG5r4
mermaid screen,,2,pearl,3,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12555,white,FtrMermaidScreen,3812,720,SpWcH5ZkBLmmPPhkh
mermaid shelf,,1,pearl,1,giant clam,4,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12553,white,FtrMermaidShelf,3810,718,BefPY5x6qmfpw6LYR
mermaid sofa,,1,pearl,10,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12560,white,FtrMermaidChairL,3816,725,ZAkqmq4rpvqx8Yjsh
mermaid table,,1,pearl,4,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12552,white,FtrMermaidTableM,3809,717,28F4e6Qn9Ljk9bujY
mermaid vanity,,1,pearl,1,giant clam,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12554,white,FtrMermaidDresser,3811,719,Ratk45mkyzj3MamAL
mermaid wall,,2,pearl,2,sea snail,2,sand dollar,2,coral,2,giant clam,2,cowrie,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wallpaper,12566,white,RoomSpWallMermaid00,3850,729,iWw2Le7AvBey6icHL
mermaid wall clock,,1,pearl,3,sea snail,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wall-mounted,12557,white,FtrMermaidclockWall,3830,722,5ofhYTXth4c5AKdau
mini DIY workbench,,3,wood,3,hardwood,3,softwood,2,iron nugget,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3122,brown,FtrWorkbenchS,301,82,sLGJoXrKyqJ4bdhxb
modeling clay,,2,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7258,brick,FtrClaytoy,700,574,Z7ycbJwgAh8HWaaSm
modern wood wall,,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4904,brown,RoomTexWallMixwood00,520,320,LqPaTaPEXdwvFhGKC
money flooring,,50000,bells,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Floors,4986,yellow,RoomTexFloorBill00,2190,473,6HtNgH3LKjQA5kxtg
moon,,15,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1054,silver,FtrMoon,2202,234,5GevvAMTu6Lf7ueyE
mossy garden rock,,15,stone,15,clump of weeds,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,12208,light gray,FtrGardenrockMoss,807,647,Fn45YxZCtsHx5u3t2
mountain standee,,4,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,532,brown,FtrHariboteMountain,380,584,zAFMi693PuR7nPnMs
mum crown,,2,red mums,2,yellow mums,2,white mums,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5117,green,CapOrnamentMum1,8203,258,dm3bTGBfDYLSzWDHR
mum cushion,,3,yellow mums,10,clump of weeds,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Housewares,7232,green,FtrFlowerStoolS,7801,505,fEBdSdvEG86vXefum
mum wreath,,3,white mums,3,yellow mums,3,red mums,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,NA,NA,1.0.0,Yes,50,Wall-mounted,5467,green,FtrDoorOrnamentWreathMum,7843,231,LS93qbKCcMQLExqMG
mums wand,,1,yellow mums,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5095,green,ToolStickChrysanthemum,8271,531,jbWRPr9kP6jXS3SLW
mush lamp,,1,skinny mushroom,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,805,orange,FtrMushroomLamp,5406,51,vTR3yJt55jtNGdprm
mush log,,2,skinny mushroom,1,log stool,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3808,orange,FtrMushroomPulpwood,5401,136,FMN3xak2uqjTCo47s
mush low stool,,2,round mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,4708,orange,FtrMushroomChairS,5400,220,RZwmANPWaM7jntL5R
mush parasol,,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3805,orange,FtrMushroomParasol,5407,139,WwaYiBvDKvBJzD3Bg
mush partition,,3,skinny mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3806,orange,FtrMushroomScreen,5408,138,J89MsT5JKW43XJ4r8
mush table,,2,flat mushroom,6,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,808,orange,FtrMushroomTableL,5403,32,cECL9PSx9yNfPWNvW
mush umbrella,,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Equipment,7174,orange,UmbrellaMushroom0,5480,648,PT3wRG87hdFbt8kgG
mush wall,,1,elegant mushroom,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Wallpaper,5164,orange,RoomTexWallMush00,5451,308,6HKBjFrzRdfY5PArn
mushroom wand,,3,skinny mushroom,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Tools,7588,orange,ToolStickMushroom,5490,536,N9He3qRD3RjrqQeGG
mushroom wreath,,10,tree branch,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons; Isabelle,,mushrooms,Yes,1.0.0,Yes,0,Wall-mounted,4726,orange,FtrDoorOrnamentWreathMushroom,5440,221,5XfaKLorByDHGp9pi
music stand,,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,1058,brown,FtrMusicstand,405,215,ZxTX2kZjDvZA3aT95
natural garden chair,,6,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2586,brown,FtrGardenChairNatural,373,80,jaDD9msGTLXHRu2cB
natural garden table,,9,hardwood,3,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3396,brown,FtrGardenTableNatural,375,224,gRf7qMpExewtthEWH
natural mum wreath,,10,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5768,green,FtrDoorOrnamentWreathMumRare,7845,442,p7kG7qim9jPGSwxtz
natural square table,,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,12332,brown,FtrGardenTableSNatural,374,670,4nASdZyjax8qv3B8T
net,,1,flimsy net,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5784,beige,ToolNetNormal,108,283,FZBFrFQRtepzzWPFp
nova light,,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,6826,silver,FtrStarLamp,2200,429,5RHPeNZ2mgin65Ny5
ocarina,,5,clay,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Other,5320,brick,ToolOcarina,133,218,QzhL3j8Tgv2cNDZQe
oil-barrel bathtub,,1,oil barrel,1,campfire,2,stone,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,3819,yellow,FtrDrumcanbath,2150,394,kvTajEX5oeZ2DDyjt
old-fashioned washtub,,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4393,brown,FtrWashtub,464,195,ebzFXSHFr3vGLoDSb
orange dress,,8,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,3288,orange,TopsTexOnepieceAlineNOrange,1382,626,kdDWtuakgMkxF8ohK
orange end table,,10,orange,4,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Housewares,3975,orange,FtrFruitsTableS,1300,185,XsnyjhPAFhghBQj7r
orange hat,,5,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,5275,orange,CapHatOrange,1381,624,yqpHcrzwzywbANi6S
orange rug,,6,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Rugs,7330,orange,RugOtherOrangeM00,1370,544,ACfErxWo9j2zKTe47
orange umbrella,,7,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,6912,orange,UmbrellaOrange0,1380,625,ZFxY5TXjBeThpDkjy
orange wall,,20,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4915,orange,RoomTexWallOrange00,1350,303,8rnfwGyLMaw5FTMQb
orange wall-mounted clock,,10,orange,2,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Wall-mounted,3976,orange,FtrFruitsClockW,1330,184,rJaAL5N8CQQ5dPd9y
ornament mobile,,1,red ornament,1,blue ornament,1,gold ornament,4,tree branch,,,,,NFS,200,NA,NA,Balloons,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,6818,white,FtrOrnamentMobile,7430,433,RaotMSgnPsgG6PKLu
ornament wreath,,6,blue ornament,2,gold ornament,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,4377,white,FtrDoorOrnamentWreathOrnament,7440,226,rLcgugWkG2sntC7Lh
outdoor bath,,20,stone,1,shovel,,,,,,,,,NFS,200,3000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1111,light gray,FtrOpenairbath,812,410,9odpMYcPqYJvqQ9qs
outdoor picnic set,,10,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6033,pink,FtrSakuraPicnicset,3403,422,uG5LkajvrX63DoMwC
palm-tree lamp,,4,coconut,4,wood,4,clay,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7259,green,FtrPalmtreelamp,1801,575,FcvtqX5qPrfTkDm7Z
pan flute,,7,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Other,5517,green,ToolPanpipe,134,398,oEeGqoaMP9XdQE3NF
pansy crown,,2,red pansies,2,yellow pansies,2,white pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5105,green,CapOrnamentPansy1,8217,246,X8taQdT4nzX6wvY3S
pansy table,,5,yellow pansies,3,hardwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,50,Housewares,7237,green,FtrFlowerTableS,7805,516,7iYZ6YuJGjETcGF8A
pansy wand,,1,yellow pansies,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5091,green,ToolStickPansy,8275,527,5NPaTGzE9ZCAryFmE
pansy wreath,,3,yellow pansies,3,white pansies,3,red pansies,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is pansies,NA,NA,1.0.0,Yes,50,Wall-mounted,5466,green,FtrDoorOrnamentWreathPansy,7857,230,qPZnLEKoAZbQxXQiG
paw-print doorplate,,3,wood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5716,brown,FtrDoorOrnamentPaw,501,466,S3f74cedig2pCxFHu
peach chair,,10,peach,5,wood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Housewares,4127,pink,FtrFruitsChairPeach,1500,187,nCJGnLxvqbshrxxxD
peach dress,,8,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9839,pink,TopsTexOnepieceAlineNPeach0,1582,618,zmPZEvBG6yYGmeFBx
peach hat,,5,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9874,pink,CapHatPeach0,1581,619,iSQTJwDAeiFowjbt5
peach rug,,6,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Rugs,7331,pink,RugOtherPeachM00,1570,545,qYQTQktpoWBckW63d
peach surprise box,,10,peach,4,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Miscellaneous,4128,pink,FtrFruitsBox,1501,188,47GdZP9FTse2XqXCv
peach umbrella,,7,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9947,pink,UmbrellaPeach0,1580,620,bpoAgczMK3d6dmtte
peach wall,,20,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4918,pink,RoomTexWallPeach00,1550,306,EtpBMH46crTvLrLrn
pear bed,,10,pear,6,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,4546,green,FtrFruitsBedS,1601,186,cGN8QeEJjgtfZJnqv
pear dress,,8,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9837,green,TopsTexOnepieceAlineNPear0,1682,615,Gc8pnkWgCZcMbeJnk
pear hat,,5,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9872,green,CapHatPear0,1681,616,u6hqbCNXEpdwk5TyW
pear rug,,6,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Rugs,7332,green,RugOtherPearM00,1670,546,eEcepcMqPiijQzjta
pear umbrella,,7,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9950,green,UmbrellaPear0,1680,617,Z4yN2HWQNGM9HYBZo
pear wall,,20,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4917,green,RoomTexWallPear00,1650,305,es6hFYQ5DneXyj8od
pear wardrobe,,10,pear,5,wood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,1263,green,FtrFruitsClosetLR,1600,9,ruECmxoLmFHpjeKau
pile of leaves,,3,pine cone,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,1023,brown,FtrFallenleaves,4602,586,4DfamX3gvgQKPaGYi
pile of zen cushions,,3,zen cushion,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,100,Housewares,7048,yellow,FtrCushionJapanPile,2140,521,2CGSv5apJjzb9AZS5
pine bonsai tree,,8,pine cone,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,3802,brown,FtrBonsaiPine,4610,592,ifZ8RQ4kxXgJawABR
Pisces lamp,,3,star fragment,2,Pisces fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Pisces,Yes,1.0.0,Yes,0,Housewares,5963,silver,FtrZodiacPisces,2311,399,WkqrKtCEaK8GTwQ6L
pitfall seed,,4,clump of weeds,6,tree branch,,,,,,,,,NFS,200,NA,NA,Jock villagers,Also obtained from digging up an existing pitfall,NA,NA,1.0.0,Yes,100,Other,2578,green,PitfallSeed,135,264,QB33ur4L2mq5CvL4X
plain sink,,6,wood,4,clay,1,iron nugget,,,,,,,NFS,200,NA,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3683,brown,FtrWashstandBowl,371,174,2ep7S8GmDoqMHTzTo
plain wooden shop sign,,6,wood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,3692,brown,FtrSignWood,372,166,q5Gq6yTqh25mfP83A
pond stone,,10,stone,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7393,light gray,FtrStonewaterbowl,819,513,LqSfpSHJgQyAJDHkJ
pot,,5,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Miscellaneous,2559,brick,FtrKame,703,37,4kNto6azXBJEzDZvA
potted ivy,,5,clump of weeds,5,clay,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Wall-mounted,3785,green,FtrLeafWall,1231,214,PRZpskqoyoPoT6g3c
pretty cosmos wreath,,3,orange cosmos,3,pink cosmos,3,red cosmos,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5745,green,FtrDoorOrnamentWreathCosmosMix,7847,445,sSXrhgXnaQfP53KFk
pretty tulip wreath,,3,orange tulips,3,pink tulips,3,purple tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5751,green,FtrDoorOrnamentWreathTulipMix,7850,361,z4k9YXZrLp9x6TXXF
purple hyacinth crown,,6,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5098,green,CapOrnamentHyacinth3,8222,239,aHwaJQnuBTPrrjRtM
purple hyacinth wreath,,10,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5769,green,FtrDoorOrnamentWreathHyacinthRare,7862,452,QXWyxbAncQeicP3xY
purple pansy crown,,6,purple pansies,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5107,green,CapOrnamentPansy3,8219,248,NJ8nZjXNYWmYkzzGA
purple windflower crown,,6,purple windflowers,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5101,green,CapOrnamentAnemone3,8202,242,kz9eW99mbZKy5QZSA
raccoon figurine,,6,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7452,brick,FtrOrnamentTanuki,705,520,c3iADXgcRcQv3cTF3
recycled boots,,2,boot,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 boot,NA,NA,1.0.0,Yes,0,Equipment,12326,dark gray,ShoesKneeRecyclingboots0,690,664,yqYz3fPAdv4nDcv9X
recycled-can thumb piano,,1,empty can,1,wood,1,iron nugget,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 3 empty cans,NA,NA,1.0.0,Yes,0,Miscellaneous,7045,dark gray,FtrKalimbaCan,600,504,Wg8fZ2B2HqkvzvHDP
red-leaf pile,,3,maple leaf,4,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,maple leaves,Yes,1.0.0,Yes,0,Housewares,4271,brown,FtrFallenleavesRed,4601,589,mLrdRGTNsXKuekHhN
ringtoss,,2,wood,2,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,88,brown,FtrQuoits,460,43,oADtSa2zmTwZ9NMQz
robot hero,,1,rocket,1,gold armor,30,rusted part,90,iron nugget,10,gold nugget,,,NFS,200,5000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1509,silver,FtrHerorobot,2228,594,4AjeuiarF5T2AAKSG
rocket,,10,star fragment,20,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1441,silver,FtrRocket,2221,409,xMbimsjjXPKdPSXxF
rocking chair,,3,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,1103,brown,FtrRockingchair,376,57,8iX4opSXHjcJBorzj
rocking horse,,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,83,brown,FtrRockinghorse,403,102,mYp7N7KfrH4GprNif
rope fence,,4,iron nugget,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4352,dark gray,ItemFencePegRope,990,549,376NtDBZyAE9mDtSo
rose bed,,10,red roses,5,wood,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,50,Housewares,7235,green,FtrFlowerBedW,7804,507,7JwEWxhn5RhmvkgpS
rose crown,,2,red roses,2,yellow roses,2,white roses,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5111,green,CapOrnamentRose1,8212,252,nn5Ax694CmD7dzkDZ
rose wand,,1,red roses,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5093,green,ToolStickRose,8274,529,hH9qJNGJpxbY2TYTt
rose wreath,,3,red roses,3,white roses,3,yellow roses,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is roses,NA,NA,1.0.0,Yes,50,Wall-mounted,5437,green,FtrDoorOrnamentWreathRose,7852,229,Swx6c6NHk94Htn86t
rustic-stone wall,,5,stone,5,clay,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4813,light gray,RoomTexWallStone00,851,324,MmjudYWMYWwucKrMG
Sagittarius arrow,,3,star fragment,2,Sagittarius fragment,2,gold nugget,,,,,,,NFS,200,NA,NA,Celeste,,Sagittarius,Yes,1.0.0,Yes,0,Wall-mounted,5958,silver,FtrZodiacSagittarius,2308,376,E3TJjo97BMNgHWPAH
sakura-wood flooring,,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Floors,5056,pink,RoomTexFloorSolidWood00,3461,649,fPZCc3qyHmip4YE4o
sakura-wood wall,,5,cherry-blossom petal,10,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,cherry-blossom petals,Yes,1.0.0,Yes,0,Wallpaper,4947,pink,RoomTexWallSolidWood00,3451,321,qweZmh7LNTLp9FDiY
sandy-beach flooring,,1,sea snail,1,venus comb,1,sand dollar,1,coral,1,giant clam,1,cowrie,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Floors,4970,white,RoomTexFloorSand00,3860,669,39nh7pMHJthnDFjYE
satellite,,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1443,silver,FtrSatellite,2222,379,LZgRMaLeBJvSmGPGu
sauna heater,,6,stone,3,iron nugget,3,wood,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3689,light gray,FtrStoveSauna,810,374,LmA3DipMGKZb35bBf
scarecrow,,3,tree branch,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,1120,brown,FtrScarecrow,204,655,MWhpvNPWowwPKTPb3
scattered papers,,1,document stack,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,4034,yellow,FtrFloorpapers,2121,463,inzHEDTLeK6KZoiqa
sci-fi flooring,,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,5270,silver,RoomSpFloorSF00,2262,477,HYS6oTgQ85xyP8cuv
sci-fi wall,,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Wallpaper,5510,silver,RoomSpWallSF00,2252,292,e4h5PiReE4wkz2mvY
Scorpio lamp,,3,star fragment,2,Scorpius fragment,2,gold nugget,5,stone,,,,,NFS,200,NA,NA,Celeste,,Scorpio,Yes,1.0.0,Yes,0,Miscellaneous,5962,silver,FtrZodiacScorpio,2307,380,nJbz3cz3Adu75WTG4
shell arch,,3,sea snail,3,venus comb,3,sand dollar,3,coral,3,giant clam,3,cowrie,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Housewares,3977,white,FtrShellArch,3805,175,o6M2coQ6bLoDQsWBm
